Traveling Salesman Problem Specification

Visit 100 cities. Distance table:

0.000000,82.067790,50.721568,61.272793,36.925451,49.205734,70.347959,62.843280,74.103098,53.925228,78.420534,70.083599,17.233956,68.564758,74.635936,37.326456,32.470638,34.365746,17.878912,64.627876,61.452656,44.828568,93.545696,64.458853,27.034235,81.445787,18.516279,77.975650,19.772050,88.422203,50.011022,84.133482,74.285945,66.903086,65.414345,57.354033,31.415380,21.476040,87.376246,53.692743,94.618640,40.527375,37.283319,32.207312,35.931781,16.879132,48.584092,73.120751,16.761032,20.060948,82.875571,59.238417,51.346153,37.229829,13.164839,77.440062,44.088783,104.792160,92.172732,12.440958,104.942369,25.873621,24.689514,24.581226,24.208728,70.022681,87.749394,68.608001,74.615529,52.790913,17.147313,63.409419,65.341977,22.294061,43.156926,35.104510,68.409122,63.672892,11.782475,61.313721,82.667665,67.415399,60.877499,104.671235,84.024524,95.664446,40.182912,67.085299,38.847797,34.098981,93.272382,51.793945,68.773994,99.649270,25.071996,16.887416,15.187425,62.137084,22.212714,40.986696
82.067790,0.000000,37.640324,111.510480,54.506282,33.474990,38.520838,60.191026,79.891378,112.066690,93.517604,84.454788,81.612436,94.077106,32.532543,99.958621,59.418092,63.010258,66.884654,76.462483,79.360402,65.848123,11.747713,29.721843,57.397696,29.995706,63.552714,33.071440,63.966107,21.005036,103.009299,38.452080,25.034622,100.998219,23.655945,24.870465,54.574210,66.170124,25.677903,83.248538,62.092927,104.843562,48.607144,70.488824,99.316706,66.263410,92.400312,37.009960,73.215642,63.255372,68.649792,113.853168,79.340434,73.466762,90.241442,96.333960,50.941017,76.310626,48.301568,89.652130,82.565159,85.149927,80.392763,64.970199,72.744232,83.380386,5.711063,109.320398,9.882991,90.836178,65.898326,66.435094,20.002136,86.185766,64.252675,91.969180,93.215063,93.280344,71.988752,24.057293,60.255682,113.933584,25.450704,87.458867,26.074771,60.941330,45.997735,43.739947,49.162526,84.342440,19.310371,30.285672,66.602461,86.384582,77.521778,65.282674,83.886697,21.763680,72.054923,42.006175
50.721568,37.640324,0.000000,97.006429,39.608356,11.269973,51.109372,62.180577,82.109406,93.994777,93.265682,83.211614,45.821712,88.975653,50.108209,78.785927,22.381087,25.458597,40.684637,74.953958,75.406319,56.214292,49.182507,39.273048,23.703291,53.397881,33.604027,52.901360,37.586399,52.832356,86.448114,60.399989,44.759471,92.794188,34.772399,20.671824,34.334653,42.430683,54.813444,74.393955,81.089287,83.376952,31.507287,32.934512,77.744538,33.842606,78.571088,52.060519,48.131254,36.542566,79.125647,97.535851,70.373209,58.657164,61.796367,94.643058,41.525005,95.050819,71.207103,61.093833,99.017209,48.123205,43.434667,29.083787,36.012588,82.450472,43.068483,98.963838,28.114540,79.395009,38.185629,67.109379,30.749940,62.483889,53.848769,72.273704,88.325334,86.144707,43.648825,29.361154,73.514988,101.330063,30.532665,101.941075,52.819274,80.914252,30.977575,52.595683,12.579324,66.088392,54.670707,15.933145,70.176880,98.869386,56.334320,34.473155,57.757288,16.073199,35.739373,23.588234
61.272793,111.510480,97.006429,0.000000,59.088544,89.043931,78.817814,56.707286,47.703518,10.937945,39.674650,39.592850,78.480139,28.385775,85.980279,24.562710,88.151525,91.966027,58.515877,42.841338,37.764865,45.666378,120.000410,82.690500,78.712372,93.044243,67.515774,88.107269,61.159275,105.495968,11.355988,89.812151,90.893456,19.145525,88.042593,90.121928,62.814503,55.417844,101.422210,29.619975,83.947221,23.211483,66.841778,92.083425,25.981020,71.124580,19.190047,81.750769,51.622320,62.250872,66.068872,5.716696,32.980077,39.074405,49.502889,35.901646,60.881030,85.739099,91.216237,50.061831,81.206905,86.918515,85.956942,81.757646,84.473990,40.580671,116.025907,12.145381,108.755570,21.124096,61.821056,51.440847,91.551609,39.325422,47.291924,26.654585,29.135671,24.677569,58.743597,87.668989,72.501489,6.666457,86.151932,77.132492,97.898524,86.015261,68.496770,72.859843,89.448244,31.160898,112.344713,88.007276,55.037611,71.474712,41.616205,68.094602,46.362338,99.949668,82.200944,75.178518
36.925451,54.506282,39.608356,59.088544,0.000000,30.329823,33.637522,28.656481,45.513869,58.110465,54.900454,44.931754,46.815657,49.528363,38.574241,45.454368,39.561803,44.825290,19.122968,37.099907,36.575107,16.786363,64.549451,29.751509,29.482946,45.762131,23.596572,41.821236,17.980017,54.747904,49.464231,47.509960,39.687174,53.216306,32.804966,31.315614,7.733211,15.621881,52.627809,34.785658,58.302081,50.339412,8.117989,49.076432,44.831255,29.275497,40.043395,36.526145,22.072085,18.207508,48.764112,60.565118,30.768602,20.014341,39.770048,55.786461,7.174443,69.548636,55.251944,39.369759,70.867519,54.701838,50.854639,37.347712,44.681458,44.334404,59.643271,59.714363,50.283554,40.133028,20.823420,31.472770,34.813075,32.535827,14.368722,37.491333,48.917022,46.545880,25.170341,30.590209,46.886503,62.714673,29.426111,71.785261,49.071110,59.179974,9.409650,30.159899,35.710521,29.973900,60.598574,28.925901,36.040437,67.430759,23.334308,25.763917,31.992937,40.867366,42.508750,16.386988
49.205734,33.474990,11.269973,89.043931,30.329823,0.000000,40.128070,51.085462,71.185047,87.010212,82.667812,72.633917,48.250078,78.980507,39.671487,72.641236,27.245542,31.719043,35.845555,64.313447,65.074767,46.418875,45.193733,28.513826,23.929931,43.657053,30.810317,42.633292,32.727732,44.993303,78.921840,50.141608,34.989146,83.375297,24.707792,11.064543,26.451855,36.450943,46.148105,64.846464,70.140660,77.401227,22.301268,38.943911,71.730482,32.941930,70.191865,41.264307,42.971492,31.826198,67.855685,90.071736,60.775777,50.110298,58.633196,84.225874,31.161638,83.989691,60.809854,57.983458,87.823830,52.380659,47.614348,31.802512,39.891237,71.829717,39.181591,90.042936,25.431681,70.462828,34.102138,56.163156,21.466303,57.049272,44.133922,65.508246,78.290335,76.453032,40.090404,19.199430,62.301482,92.939279,20.101664,90.687312,43.744329,70.049986,21.126712,41.381484,17.277317,58.729055,47.961749,5.114340,59.064003,87.599456,49.754562,32.318381,53.329741,12.989019,38.960842,13.951449
70.347959,38.520838,51.109372,78.817814,33.637522,40.128070,0.000000,23.033135,41.590943,81.899994,55.389910,46.817173,78.044903,57.375676,7.224177,73.542430,63.759594,69.001293,52.469820,39.316873,43.048446,35.404759,43.606140,12.095076,55.933792,14.283126,54.796784,9.417225,50.790910,26.836421,72.387200,13.884037,13.703870,65.322429,18.134045,31.018099,39.136790,49.249456,22.608401,49.242868,30.012661,78.191949,33.881203,75.255542,73.349361,59.947512,60.756039,3.118933,55.619150,50.730039,30.806703,82.256393,45.864965,45.550860,73.110336,58.461087,26.676419,43.962301,22.392231,72.760580,48.340063,84.891235,80.496607,64.964349,73.283454,45.691783,41.270878,74.310049,41.013652,57.707984,53.586590,29.188951,23.338165,64.236017,34.919234,65.166039,56.469321,57.516458,58.567843,22.557601,23.368532,79.933289,21.034356,51.968972,19.084766,29.973818,31.270557,6.005310,55.544149,57.372018,33.795083,35.198250,28.421086,49.782972,54.689726,57.046911,65.056947,40.563718,71.518294,34.429713
62.843280,60.191026,62.180577,56.707286,28.656481,51.085462,23.033135,0.000000,20.566361,61.001268,33.558211,24.264996,74.944964,34.370043,30.228140,55.332093,67.523152,72.881125,46.222823,16.381414,20.039618,18.962045,66.403954,30.673531,57.772666,36.818394,52.115403,31.880326,45.903625,49.789184,51.516137,33.106254,36.370475,42.333958,37.183704,45.764792,36.348483,41.847236,45.253402,27.174220,32.930453,59.567134,34.188497,77.577663,55.458261,57.822269,39.713066,25.678136,46.216032,46.345275,20.257301,60.602206,24.359234,29.226302,61.484802,36.173967,22.729921,41.955912,35.637450,61.342414,42.444337,83.107440,79.400351,65.938946,73.336584,23.198039,63.594185,51.418421,60.705892,35.857608,48.648838,6.257866,42.016803,50.093862,20.033275,47.270339,33.469578,34.540024,51.750631,39.378560,20.418652,57.295961,37.611311,43.129805,41.873107,34.402454,33.074867,17.085078,62.035150,40.096257,56.773937,47.300147,8.007729,38.828393,41.218187,54.222162,53.164008,56.563614,71.154581,39.709138
74.103098,79.891378,82.109406,47.703518,45.513869,71.185047,41.590943,20.566361,0.000000,55.193176,13.916498,8.117445,88.587530,19.925690,48.349726,55.417115,85.060244,90.290972,59.879691,9.478054,13.508632,30.384459,85.066884,50.837603,74.902110,53.833617,67.378444,49.161526,60.452076,67.119010,46.691952,47.978967,55.294684,29.491765,57.428630,66.312260,53.099833,55.253162,62.014187,23.699954,36.672737,58.517084,52.444004,94.134048,56.050427,72.987823,36.197367,43.642554,57.567503,61.147571,18.701238,52.791330,24.075376,36.930616,69.255387,17.417652,41.143613,38.381951,46.149591,69.327975,34.932409,97.235337,94.077594,82.281423,88.894104,7.131581,82.856398,38.865232,81.041626,30.647956,62.892700,15.023985,62.382567,56.388235,32.600841,48.890389,19.045282,23.028560,64.451088,59.892206,26.422193,45.994730,58.124554,32.431739,59.026068,38.829888,51.924575,36.152504,80.759557,43.878757,74.069039,67.627775,13.306561,26.855290,49.548499,69.245176,61.478156,77.121739,86.578737,59.016862
53.925228,112.066690,93.994777,10.937945,58.110465,87.010212,81.899994,61.001268,55.193176,0.000000,48.912147,47.251627,70.887899,37.062688,88.887990,16.641859,82.897448,86.277394,54.039107,48.978898,43.713510,47.086893,121.280464,84.247415,74.028718,96.176150,62.670205,91.309142,56.936283,108.073134,9.526858,93.833963,93.085137,28.615911,89.065810,89.421987,60.561716,51.625855,104.402493,34.140804,90.450090,13.772261,65.326901,85.630294,18.012581,65.603664,21.304369,84.944477,46.734215,58.027544,72.894806,6.081902,36.642104,38.599993,41.399083,45.417620,61.137802,93.568038,96.384799,42.028779,89.601138,79.017062,78.500090,75.997176,77.799051,48.110943,116.895568,22.926967,108.384216,25.540831,57.123406,56.409095,92.082277,33.100071,48.252886,21.732582,37.684342,32.574854,53.210769,88.016153,78.498297,17.356870,86.624665,85.962553,100.802144,92.419971,67.350464,76.098272,85.348336,28.326471,114.750561,86.597363,60.659367,80.258163,37.666313,62.918920,39.714903,98.657516,75.619511,73.473562
