Traveling Salesman Problem Specification

Visit 10 cities. Distance table:

0.000000,46.083986,15.230716,21.433861,62.269989,50.367973,35.390850,33.903251,35.794263,56.288002
46.083986,0.000000,55.410533,55.734209,88.853050,23.451284,57.718069,22.055403,77.485553,89.870788
15.230716,55.410533,0.000000,7.839359,47.431048,53.356155,23.753139,38.054025,40.668898,41.068307
21.433861,55.734209,7.839359,0.000000,40.912069,50.350641,15.957057,36.304859,48.289271,36.353366
62.269989,88.853050,47.431048,40.912069,0.000000,74.131882,31.459330,66.828820,81.191153,14.864814
50.367973,23.451284,53.356155,50.350641,74.131882,0.000000,45.711928,16.474584,85.822399,78.595505
35.390850,57.718069,23.753139,15.957057,31.459330,45.711928,0.000000,35.874025,64.199157,33.000183
33.903251,22.055403,38.054025,36.304859,66.828820,16.474584,35.874025,0.000000,69.369825,68.468181
35.794263,77.485553,40.668898,48.289271,81.191153,85.822399,64.199157,69.369825,0.000000,69.567708
56.288002,89.870788,41.068307,36.353366,14.864814,78.595505,33.000183,68.468181,69.567708,0.000000
